umls_cui,drug_Raw_Name,src_nm,umls_sem_typ1,umls_sem_typ2,umls_sem_typ3
C0872913,Tenecteplase,DailyMed,Pharmacologic Substance,Enzyme,Amino Acid; Peptide; or Protein
C2981361,Teneliximab,USAN_TC,Pharmacologic Substance,,
C0076092,Tenidap,ChEBI,Pharmacologic Substance,Organic Chemical,
C1883354,Tenifatecan,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0039512,Teniposide,DailyMed,Pharmacologic Substance,Carbohydrate,
C0044091,Tenocyclidine,ChEBI,Pharmacologic Substance,Organic Chemical,
C0384228,Tenofovir,DrugBank,Pharmacologic Substance,Nucleic Acid; Nucleoside; or Nucleotide,
C0076096,Tenoxicam,DrugBank,Pharmacologic Substance,Organic Chemical,
C0304034,Tephrosin,ChEBI,Hazardous or Poisonous Substance,Organic Chemical,
C2743673,Teplizumab,USAN_TC,Immunologic Factor,Amino Acid; Peptide; or Protein,
C0145162,Tepoxalin,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0039534,Teprotide,MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C2987429,Teprotumumab,USAN_TC,Immunologic Factor,Amino Acid; Peptide; or Protein,
C0654036,Terameprocol,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0076107,Terazosin,ChEBI,Pharmacologic Substance,Organic Chemical,
C0076110,Terbinafine,DailyMed,Pharmacologic Substance,Organic Chemical,
C0675080,Terbogrel,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0076112,Terbufos,ChEBI,Hazardous or Poisonous Substance,Organophosphorus Compound,
C0039542,Terbutaline,ChEBI,Pharmacologic Substance,Organic Chemical,
C0076113,Terbutryne,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0076114,Terbutylazine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0076115,Terconazole,DailyMed,Pharmacologic Substance,Organic Chemical,
C0085173,Terfenadine,DrugBank,Pharmacologic Substance,Organic Chemical,
C0600308,Tergitol,ChEBI,Pharmacologic Substance,Organic Chemical,
C0076122,Terics,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C1718383,Teriflunomide,ChEBI,Pharmacologic Substance,Organic Chemical,
C0378526,Terikalant,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0070093,Teriparatide,DrugBank,Pharmacologic Substance,Hormone,Amino Acid; Peptide; or Protein
C0654188,Terlakiren,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0145185,Terlipressin,DrugBank,Pharmacologic Substance,Hormone,Amino Acid; Peptide; or Protein
C0076126,Terodiline,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0043891,Teroxirone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0076166,Tertatolol,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0076167,Terthienyl,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C1876200,Tesamorelin,USAN_TC,Pharmacologic Substance,Hormone,Amino Acid; Peptide; or Protein
C2827339,Tesimide,USAN_TC,Pharmacologic Substance,,
C0039600,Testolactone,DrugBank,Pharmacologic Substance,Hormone,Steroid
C0039601,Testosterone,DrugBank,Pharmacologic Substance,Hormone,Steroid
C0039623,Tetrabenazine,ChEBI,Pharmacologic Substance,Organic Chemical,
C0076225,Tetrabutylammonium,MeSH_PA,Organic Chemical,,
C0039629,Tetracaine,ChEBI,Pharmacologic Substance,Organic Chemical,
C0288128,Tetracenomycin,ChEBI,Organic Chemical,,
C0145305,Tetrachlorodecaoxide,MeSH_PA,Pharmacologic Substance,Inorganic Chemical,
C0039635,Tetrachlorodibenzodioxin,MeSH_PA,Pharmacologic Substance,Hazardous or Poisonous Substance,Organic Chemical
C0039637,Tetrachloroethylene,MeSH_PA,Hazardous or Poisonous Substance,Organic Chemical,
C0076234,Tetrachloroisophthalonitrile,MeSH_PA,Hazardous or Poisonous Substance,Organic Chemical,
C0039640,Tetrachlorvinphos,ChEBI,Hazardous or Poisonous Substance,Organophosphorus Compound,
C0039644,Tetracycline,ChEBI,Antibiotic,Organic Chemical,
C0076246,Tetradecyltrimethylammonium,MeSH_PA,Organic Chemical,,
C0076252,Tetraethylammonium,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0039663,Tetrahydrocannabinol,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0047053,Tetrahydrodeoxycorticosterone,MeSH_PA,Biologically Active Substance,Steroid,
C0039669,Tetrahydrofolates,MeSH_PA,Vitamin,Organic Chemical,
C0076278,Tetrahydropalmatine,ChEBI,Pharmacologic Substance,Organic Chemical,
C0669699,Tetrahydroswertianolin,ChEBI,Organic Chemical,,
C0039677,Tetrahydrouridine,MeSH_PA,Pharmacologic Substance,Nucleic Acid; Nucleoside; or Nucleotide,
C0076286,Tetrahydrozoline,ChEBI,Pharmacologic Substance,Organic Chemical,
C0039683,Tetraisopropylpyrophosphamide,MeSH_PA,Pharmacologic Substance,Organophosphorus Compound,
C0076295,Tetramethrin,ChEBI,Hazardous or Poisonous Substance,Organic Chemical,
C0076296,Tetramethylammonium,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0039690,Tetramethylphenylenediamine,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0076305,Tetramethylpyrazine,MeSH_PA,Pharmacologic Substance,Biologically Active Substance,Organic Chemical
C0076306,Tetramethylrhodamine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0076310,Tetramethylrhodaminylphalloidine,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0076316,Tetrandrine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0039694,Tetranitromethane,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Hazardous or Poisonous Substance,Organic Chemical
C0039696,Tetraphenylborate,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0076326,Tetraphenylphosphonium,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organophosphorus Compound,
C0076339,Tetrathiomolybdate,MeSH_PA,Pharmacologic Substance,Inorganic Chemical,
C0076341,Tetrazepam,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0039705,Tetrodotoxin,ChEBI,Biologically Active Substance,Hazardous or Poisonous Substance,Organic Chemical
C0076355,Tetroxoprim,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0253087,Tezacitabine,MeSH_PA,Pharmacologic Substance,Nucleic Acid; Nucleoside; or Nucleotide,
C1999336,Tezampanel,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0907956,Tezosentan,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0039736,Thalidomide,ChEBI,Pharmacologic Substance,Hazardous or Poisonous Substance,Organic Chemical
C0076374,Thapsigargin,ChEBI,Hazardous or Poisonous Substance,Organic Chemical,
C0076379,Theaflavin,MeSH_PA,Organic Chemical,,
C0039746,Thebaine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0039757,Thenoyltrifluoroacetone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0039763,Theobromine,ChEBI,Pharmacologic Substance,Organic Chemical,
C0772018,Theofibrate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0039771,Theophylline,ChEBI,Pharmacologic Substance,Biologically Active Substance,Organic Chemical
C0076394,Thermozymocidin,MeSH_PA,Antibiotic,Organic Chemical,
C0039832,Thiabendazole,ChEBI,Pharmacologic Substance,Organic Chemical,
C0962390,Thiamethoxam,ChEBI,Pharmacologic Substance,Organic Chemical,
C0039840,Thiamine,DrugBank,Pharmacologic Substance,Vitamin,Organic Chemical
C0076415,Thiamiprine,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0039854,Thiamphenicol,ChEBI,Antibiotic,Organic Chemical,
C0039855,Thiamylal,DrugBank,Pharmacologic Substance,Organic Chemical,
C0076433,Thienamycin,MeSH_PA,Antibiotic,Organic Chemical,
C0039861,Thienamycins,MeSH_PA,Antibiotic,,
C0039865,Thiethylperazine,ChEBI,Pharmacologic Substance,Organic Chemical,
C0039867,Thimerosal,ChEBI,Pharmacologic Substance,Organic Chemical,
C0039872,Thioacetamide,ChEBI,Hazardous or Poisonous Substance,Organic Chemical,
C0039834,Thioacetazone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0076443,Thiobenzamide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0076448,Thiobutabarbital,NDFRT,Pharmacologic Substance,Organic Chemical,
C0076449,Thiocarbohydrazide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0076450,Thiocarlide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0039883,Thiocholine,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0253697,Thiocitrulline,MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0163562,Thiodicarb,ChEBI,Pharmacologic Substance,Organic Chemical,
C0076465,Thiofanox,ChEBI,Pharmacologic Substance,Organic Chemical,
C0039902,Thioguanine,DrugBank,Pharmacologic Substance,Organic Chemical,
C0039904,Thioinosine,MeSH_PA,Pharmacologic Substance,Nucleic Acid; Nucleoside; or Nucleotide,
C0076480,Thiolactomycin,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0076487,Thiometon,ChEBI,Pharmacologic Substance,Organophosphorus Compound,
C0076494,Thionine,ChEBI,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0039925,Thiopental,ChEBI,Pharmacologic Substance,Organic Chemical,
C0076502,Thioperamide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0039928,Thiophanate,MeSH_PA,Pharmacologic Substance,Hazardous or Poisonous Substance,Organic Chemical
C0076506,Thiophenol,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0076513,Thiopropazate,ChEBI,Pharmacologic Substance,Organic Chemical,
C0039936,Thioproperazine,ChEBI,Pharmacologic Substance,Organic Chemical,
C0039943,Thioridazine,ChEBI,Pharmacologic Substance,Organic Chemical,
C0039945,Thiorphan,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0076522,Thiosemicarbazide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0039947,Thiostrepton,ChEBI,Antibiotic,Amino Acid; Peptide; or Protein,
C0039871,Thiotepa,DrugBank,Pharmacologic Substance,Hazardous or Poisonous Substance,Organophosphorus Compound
C0039955,Thiothixene,DailyMed,Pharmacologic Substance,Organic Chemical,
C0039957,Thiouracil,ChEBI,Pharmacologic Substance,Organic Chemical,
C0039958,Thiourea,ChEBI,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0039959,Thiouridine,MeSH_PA,Pharmacologic Substance,Nucleic Acid; Nucleoside; or Nucleotide,
C0039962,Thiram,ChEBI,Pharmacologic Substance,Hazardous or Poisonous Substance,Organic Chemical
C0175162,Thonzylamine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0616100,Thozalinone,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0040005,Threonine,USAN_TC,Pharmacologic Substance,Biologically Active Substance,Amino Acid; Peptide; or Protein
C0040018,Thrombin,MeSH_PA,Pharmacologic Substance,Enzyme,Amino Acid; Peptide; or Protein
C0040048,Thromboplastin,MeSH_PA,Immunologic Factor,Amino Acid; Peptide; or Protein,
C0076612,Thymalfasin,DrugBank,Pharmacologic Substance,Organic Chemical,
C0076575,Thymalin,MeSH_PA,Pharmacologic Substance,Hormone,
C0076603,Thymogen,MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0040096,Thymol,ChEBI,Pharmacologic Substance,Organic Chemical,
C0040099,Thymolphthalein,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0080225,Thymopentin,MeSH_PA,Pharmacologic Substance,Biologically Active Substance,Amino Acid; Peptide; or Protein
C0076625,Thymostimulin,MeSH_PA,Pharmacologic Substance,Biologically Active Substance,
C0040123,Thyroglobulin,NDFRT,Pharmacologic Substance,Hormone,Amino Acid; Peptide; or Protein
C0076638,Thyroidin,MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0040165,Thyroxine,NDFRT,Pharmacologic Substance,Hormone,Amino Acid; Peptide; or Protein
C0145898,Tiacrilast,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0076648,Tiadenol,MeSH_PA,Pharmacologic Substance,Lipid,
C0068897,Tiagabine,DrugBank,Pharmacologic Substance,Organic Chemical,
C0076650,Tiamenidine,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0076651,Tiamulin,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0076652,Tianeptine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0076655,Tiaramide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0076656,Tiazofurin,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0606996,Tiazuril,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0076660,Tibolone,ChEBI,Pharmacologic Substance,Steroid,
C1999375,Ticagrelor,ChEBI,Pharmacologic Substance,Nucleic Acid; Nucleoside; or Nucleotide,
C0076661,Ticarbodine,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0040193,Ticarcillin,ChEBI,Antibiotic,Organic Chemical,
C0600823,Ticlatone,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0040207,Ticlopidine,ChEBI,Pharmacologic Substance,Organic Chemical,
C2825718,Ticolubant,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0040209,Ticrynafen,DrugBank,Pharmacologic Substance,Organic Chemical,
C3273323,Tidembersat,USAN_TC,Pharmacologic Substance,,
C0893651,Tifacogin,USAN_TC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0076670,Tifluadom,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C1260298,Tigecycline,ChEBI,Antibiotic,Organic Chemical,
C3464669,Tildipirosin,USAN_TC,Antibiotic,Organic Chemical,
C0040217,Tiletamine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0040219,Tilidine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0076678,Tilisolol,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C2699944,Tilmacoxib,ChEBI,Pharmacologic Substance,Organic Chemical,
C0076681,Tilmicosin,MeSH_PA,Antibiotic,Organic Chemical,
C0076682,Tilomisole,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0040221,Tilorone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0145942,Tiludronate,DrugBank,Pharmacologic Substance,Organic Chemical,
C0076683,Timefurone,USAN_TC,Organic Chemical,,
C0076688,Timiperone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0040233,Timolol,DailyMed,Pharmacologic Substance,Organic Chemical,
C0040238,Tin,MeSH_PA,Element; Ion; or Isotope,,
C2699948,Tinabinol,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0040263,Tinidazole,ChEBI,Pharmacologic Substance,Organic Chemical,
C0076703,Tinoridine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0216278,Tinzaparin,DrugBank,Pharmacologic Substance,Carbohydrate,
C0076705,Tioconazole,DailyMed,Pharmacologic Substance,Organic Chemical,
C0076706,Tiodazosin,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0076709,Tiopinac,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0076711,Tiotidine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0213771,Tiotropium,DrugBank,Pharmacologic Substance,Organic Chemical,
C0076713,Tioxidazole,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2699951,Tioxolone,ChEBI,Pharmacologic Substance,Organic Chemical,
C2699952,Tipelukast,USAN_TC,Pharmacologic Substance,Organic Chemical,
C1176289,Tipifarnib,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C2699954,Tiplasinin,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0663733,Tipranavir,ChEBI,Pharmacologic Substance,Organic Chemical,
C0076716,Tipredane,USAN_TC,Pharmacologic Substance,Steroid,
C0215101,Tiqueside,USAN_TC,Pharmacologic Substance,Steroid,
C0145975,Tiracizine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0208407,Tirapazamine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0245179,Tirilazad,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0247025,Tirofiban,ChEBI,Pharmacologic Substance,Organic Chemical,
C0076723,Tiropramide,MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C1883342,Tisocalcitate,USAN_TC,Pharmacologic Substance,,
C2827667,Tivozanib,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2348795,Tixanox,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0146010,Tixocortol,ChEBI,Pharmacologic Substance,Steroid,
C0146011,Tizanidine,ChEBI,Pharmacologic Substance,Organic Chemical,
C0076772,Tobanum,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0527353,Toborinone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0040341,Tobramycin,ChEBI,Antibiotic,Carbohydrate,
C0085237,Tocainide,ChEBI,Pharmacologic Substance,Organic Chemical,
C0168706,Tocamphyl,USAN_TC,Pharmacologic Substance,Organic Chemical,
C2825368,Toceranib,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0087096,Tocopherols,MeSH_PA,Pharmacologic Substance,Vitamin,Lipid
C0606070,Tocophersolan,USAN_TC,Pharmacologic Substance,Vitamin,Organic Chemical
C0076781,Tocopherylquinone,MeSH_PA,Pharmacologic Substance,Vitamin,Organic Chemical
C0949647,Tocotrienols,MeSH_PA,Pharmacologic Substance,Vitamin,Lipid
C0040354,Todralazine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C2930696,Tofacitinib,ChEBI,Pharmacologic Substance,Organic Chemical,
C1871120,Tofimilast,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0076784,Tofisopam,DrugBank,Pharmacologic Substance,Organic Chemical,
C3501434,Tofogliflozin,USAN_TC,Pharmacologic Substance,Carbohydrate,
C0076790,Tolamolol,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0040372,Tolazamide,DailyMed,Pharmacologic Substance,Organic Chemical,
C0040373,Tolazoline,ChEBI,Pharmacologic Substance,Organic Chemical,
C0040374,Tolbutamide,ChEBI,Pharmacologic Substance,Organic Chemical,
C0246330,Tolcapone,ChEBI,Pharmacologic Substance,Organic Chemical,
C0076793,Tolciclate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C2348799,Tolfamide,USAN_TC,Pharmacologic Substance,,
C3180222,Tolfenpyrad,ChEBI,Hazardous or Poisonous Substance,Organic Chemical,
C2348800,Tolgabide,USAN_TC,Pharmacologic Substance,,
C2827341,Tolindate,USAN_TC,Pharmacologic Substance,,
C0040377,Tolmetin,ChEBI,Pharmacologic Substance,Organic Chemical,
C0040379,Tolnaftate,DailyMed,Pharmacologic Substance,Organic Chemical,
C0076804,Toloxatone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0248452,Tolpa,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0040382,Tolperisone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C2348802,Tolpyrramide,USAN_TC,Pharmacologic Substance,,
C0076808,Tolrestat,ChEBI,Pharmacologic Substance,Organic Chemical,
C0388753,Tolterodine,ChEBI,Pharmacologic Substance,Organic Chemical,
C0146196,Toltrazuril,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0040383,Toluene,ChEBI,Organic Chemical,,
C0532891,Tolypodiol,ChEBI,Pharmacologic Substance,Organic Chemical,
C0040392,Tomatine,ChEBI,Pharmacologic Substance,Indicator; Reagent; or Diagnostic Aid,Carbohydrate
C0076819,Tomaymycin,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C2348803,Tomelukast,USAN_TC,Pharmacologic Substance,,
C0076821,Tomicide,MeSH_PA,Antibiotic,Organic Chemical,
C2699965,Tomopenem,USAN_TC,Antibiotic,Organic Chemical,
C2975517,Tonapofylline,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0040462,Toothpastes,MeSH_PA,Biomedical or Dental Material,,
C0076829,Topiramate,ChEBI,Pharmacologic Substance,Organic Chemical,
C0146224,Topotecan,ChEBI,Pharmacologic Substance,Organic Chemical,
C0076834,Topterone,USAN_TC,Pharmacologic Substance,Steroid,
C1450533,Torcetrapib,ChEBI,Organic Chemical,,
C0076836,Toremifene,ChEBI,Pharmacologic Substance,Organic Chemical,
C0076840,Torsemide,DailyMed,Pharmacologic Substance,Organic Chemical,
C2606804,Tosedostat,USAN_TC,Biologically Active Substance,Amino Acid; Peptide; or Protein,
C0076842,Tosifen,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0879399,Tositumomab,DrugBank,Pharmacologic Substance,Immunologic Factor,Amino Acid; Peptide; or Protein
C0076843,Tosufloxacin,USAN_TC,Antibiotic,Organic Chemical,
C0040521,Toxaphene,MeSH_PA,Hazardous or Poisonous Substance,Organic Chemical,
C0040545,Toxiferine,MeSH_PA,Pharmacologic Substance,Biologically Active Substance,Organic Chemical
C0040562,Toyocamycin,MeSH_PA,Pharmacologic Substance,Nucleic Acid; Nucleoside; or Nucleotide,
C3273787,Tozasertib,USAN_TC,Pharmacologic Substance,,
C1311070,Trabectedin,DrugBank,Pharmacologic Substance,Organic Chemical,
C2699985,Trabedersen,MeSH_PA,Pharmacologic Substance,Nucleic Acid; Nucleoside; or Nucleotide,
C0076885,Tracazolate,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0757422,Trafermin,USAN_TC,Amino Acid; Peptide; or Protein,,
C0040602,Tragacanth,MeSH_PA,Pharmacologic Substance,Biologically Active Substance,Carbohydrate
C0076889,Tralomethrin,ChEBI,Pharmacologic Substance,Organic Chemical,
C0601865,Tralonide,USAN_TC,Pharmacologic Substance,Steroid,
C0040610,Tramadol,DrugBank,Pharmacologic Substance,Organic Chemical,
C0076890,Tramazoline,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C2697961,Trametinib,USAN_TC,Pharmacologic Substance,Organic Chemical,
C0062961,Tramiprosate,MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0076891,Trandolapril,DrugBank,Pharmacologic Substance,Organic Chemical,
C0146337,Tranilast,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0076902,Transcainide,USAN_TC,Pharmacologic Substance,Organic Chemical,
C3178479,Transfluthrin,ChEBI,Pharmacologic Substance,Organic Chemical,
C0076933,Transplatin,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Inorganic Chemical,
C0040778,Tranylcypromine,DrugBank,Pharmacologic Substance,Organic Chemical,
C0040779,Trapidil,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0728747,Trastuzumab,DrugBank,Pharmacologic Substance,Immunologic Factor,Amino Acid; Peptide; or Protein
C0937916,Travoprost,ChEBI,Pharmacologic Substance,Organic Chemical,
C0076946,Traxanox,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0040805,Trazodone,ChEBI,Pharmacologic Substance,Organic Chemical,
